rank,PetID,tier,proba_slow,y_true,Name,Type,Age,Breed1,Gender,Color1,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Quantity,Fee,PhotoAmt,Description,Type_str,Breed1_str,Gender_str,Color1_str,MaturitySize_str,FurLength_str,Vaccinated_str,Sterilized_str,Health_str,age_group,has_photo,is_group,Fee_is_free,has_name,tier_order,predicted_slow,y_true_str,n_words_original,n_words_rewritten,description_original,description_rewritten,has_rewritten_description,length_delta_words
29,82905a82e,High,0.5719516207909257,0,K-5 Friendly Fierce Fred,1,24,307,1,2,2,2,3,3,1,1,0,3.0,"Fred plays nice and guards nicely. Come check out Fred. ""This dog is one of the dogs rescued from the Klang Pound in April just before D-day (when they are put to death). It has been rehabilitated and urgently needs a loving home as we have limited resources. It is unfortunate that due to the aggressiveness of the contracted dogcatchers, most of these beautiful dogs are not strays and previously had homes. Hence, most of them are sociable and loving. Serving the voiceless, SAS Volunteer. P/s: Please contact Jackie by calling or texting her at, she's a grandma at emails. """,Dog,Mixed Breed,Male,Brown,Medium,Medium,Not Sure,Not Sure,Healthy,Young Adult (7-24m),True,False,True,True,1,True,Slow,,,,,False,
30,eea42fc56,High,0.5716781017050127,0,3 Puppies,1,4,307,2,1,2,1,2,2,1,3,0,0.0,Rescued 3 puppies in cheras. Puppies are looking for home... They are beautiful & good. Appreciate if anyone willing to adopt them. Please call Chloe Lim,Dog,Mixed Breed,Female,Black,Medium,Short,No,No,Healthy,Puppy/Kitten (0-6m),False,True,True,True,1,True,Slow,26.0,48.0,Rescued 3 puppies in cheras. Puppies are looking for home... They are beautiful & good. Appreciate if anyone willing to adopt them. Please call Chloe Lim,"Three four-month-old female puppies are waiting for their forever homes in Chères. These medium-sized, black, short-haired mixed-breed dogs are healthy and looking for a loving family. They have not yet been vaccinated or sterilized. A bright and active household would be a wonderful match for these playful pups.",True,22.0
31,87cf6fd3d,High,0.5716585110961157,1,Don,1,24,307,1,1,2,1,1,1,1,1,0,2.0,"Beautiful timid rescue dog, abused as a puppy needs a patient, loving, caring owner. Kota Damansara area.",Dog,Mixed Breed,Male,Black,Medium,Short,Yes,Yes,Healthy,Young Adult (7-24m),True,False,True,True,1,True,Fast,,,,,False,
32,cc607ef5c,High,0.5710411183822305,0,Huey,1,36,307,1,1,2,1,1,3,1,1,0,8.0,"Huey is a very tame and friendly dog. He loves to walk, run and play with others easily like normal dog. He's looking for people who love him very much.",Dog,Mixed Breed,Male,Black,Medium,Short,Yes,Not Sure,Healthy,Adult/Senior (25+m),True,False,True,True,1,True,Slow,30.0,52.0,"Huey is a very tame and friendly dog. He loves to walk, run and play with others easily like normal dog. He's looking for people who love him very much.","Huey is a friendly male dog, 36 months old and medium in size. His short black fur is easy to care for, and he enjoys walks, runs, and playing with other dogs. Huey is healthy and looking for a loving home where he can thrive. His status regarding sterilization is currently unknown.",True,22.0
33,77f9b1470,High,0.5708161788878454,1,K-1  Jorge,1,36,307,1,2,2,2,1,1,1,1,0,5.0,"Jorge is a stout, strong dog yet soft enough on the inside. ""This dog is one of the dogs rescued from the Klang Pound in April just before D-day (when they are put to death). It has been rehabilitated and urgently needs a loving home as we have limited resources. It is unfortunate that due to the aggressiveness of the contracted dogcatchers, most of these beautiful dogs are not strays and previously had homes. Hence, most of them are sociable and loving. Serving the voiceless, SAS Volunteer.""",Dog,Mixed Breed,Male,Brown,Medium,Medium,Yes,Yes,Healthy,Adult/Senior (25+m),True,False,True,True,1,True,Fast,87.0,59.0,"Jorge is a stout, strong dog yet soft enough on the inside. ""This dog is one of the dogs rescued from the Klang Pound in April just before D-day (when they are put to death). It has been rehabilitated and urgently needs a loving home as we have limited resources. It is unfortunate that due to the aggressiveness of the contracted dogcatchers, most of these beautiful dogs are not strays and previously had homes. Hence, most of them are sociable and loving. Serving the voiceless, SAS Volunteer.""","K-1 Jorge is a medium-sized, brown, mixed-breed dog. At 36 months, he is a strong dog with medium-length fur. Jorge was rescued from the Klang Pound in April and is currently healthy. He is sterilized and fully vaccinated. Due to his previous circumstances, Jorge would thrive in a patient and understanding home where he can feel safe and loved.",True,-28.0
34,72896003b,High,0.5707976500707107,0,Mummy,1,24,307,2,2,2,2,2,1,1,1,0,5.0,"A sweet female dog is looking for her forever home, she would be a good companion, as she is a gentle yet loyal dog. She simply enjoys the pat, this is the time that she would smile happily at you. Please consider giving her a forever home to end her life as stray. Adult dog can just be sweet as puppy, trust me!",Dog,Mixed Breed,Female,Brown,Medium,Medium,No,Yes,Healthy,Young Adult (7-24m),True,False,True,True,1,True,Slow,,,,,False,
35,979e3f8f7,High,0.5707199731411665,0,Jessie,1,9,307,2,5,2,1,2,1,1,1,0,9.0,"Jessie was found in my residential area. She is too friendly and was following everyone who passes by in a very playful manner. However, not all are tolerant towards dogs. I took her off the streets and now she has been spayed and treated for mild skin problem she had. Jessie is very playful and always active. So, she might need regular walks and it would be better if she has play time. Even better if she has a playmate.",Dog,Mixed Breed,Female,Cream,Medium,Short,No,Yes,Healthy,Young Adult (7-24m),True,False,True,True,1,True,Slow,,,,,False,
36,6e09bfe1f,High,0.5707061475160966,0,Perky,1,12,307,2,2,1,1,1,1,1,1,0,3.0,"Rescued from the dog pound. Great survivor. Very perky, lovable and friendly.",Dog,Mixed Breed,Female,Brown,Small,Short,Yes,Yes,Healthy,Young Adult (7-24m),True,False,True,True,1,True,Slow,,,,,False,
37,2ea25b63b,High,0.5706935182686433,0,Rosie,1,36,307,2,6,2,1,1,1,1,1,50,5.0,"As we are leaving Malaysia we cannot take two of our three dogs with us, and Rosie is one of them. She came to us two years ago when she was roaming the street, having been abandoned or thrown out by her previous owner. She then decided to adopt us (yep - she waited in front of our gate every day until we took her in) and has since been the reason for many laughs. Even though she must have had bad experiences before she is very trusting and curious and I have never seen her aggressive towards people. She will always try to stay close to one of us. Although she is very alert she rarely barks and is generally very calm. She has learned some commands but needs some additional training to listen really well. Rosie would be ideal for a family with kids as she is very gentle and patient. She is currently living inside the house as well as outside in the garden, so please no small cages or chain for her. Even though we leave the dogs alone during the days she has never chewed or destroyed anything. I hope a new family can give her the life and love she deserves. What this dog lacks in beauty, she makes up in cheerfulness and personality!",Dog,Mixed Breed,Female,Gray,Medium,Short,Yes,Yes,Healthy,Adult/Senior (25+m),True,False,False,True,1,True,Slow,220.0,96.0,"As we are leaving Malaysia we cannot take two of our three dogs with us, and Rosie is one of them. She came to us two years ago when she was roaming the street, having been abandoned or thrown out by her previous owner. She then decided to adopt us (yep - she waited in front of our gate every day until we took her in) and has since been the reason for many laughs. Even though she must have had bad experiences before she is very trusting and curious and I have never seen her aggressive towards people. She will always try to stay close to one of us. Although she is very alert she rarely barks and is generally very calm. She has learned some commands but needs some additional training to listen really well. Rosie would be ideal for a family with kids as she is very gentle and patient. She is currently living inside the house as well as outside in the garden, so please no small cages or chain for her. Even though we leave the dogs alone during the days she has never chewed or destroyed anything. I hope a new family can give her the life and love she deserves. What this dog lacks in beauty, she makes up in cheerfulness and personality!","Rosie is a 36-month-old female, medium-sized, gray, short-haired mixed-breed dog. She came into our care two years ago after being found roaming the streets and waiting patiently at our gate. Rosie is a trusting and curious dog, having experienced challenging times before. She is generally calm and rarely barks, though she would benefit from additional training to improve her listening skills. Rosie enjoys spending time both inside and outside, and she is gentle and patient, making her a good fit for a family with children. She has never chewed or destroyed anything while living with us.",True,-124.0
38,be579e6ed,High,0.5705557540678956,0,Minion,1,5,307,2,2,2,1,1,1,1,1,0,26.0,"I found cute obedient Minion abandoned at nearby market.Immediately I brought her back to my place and provide her with food, water, and clean shelter. She is very healthy and playful, especially with people and her dog friends. Hopefully she can find a home and receive the love she deserves. Her location is at Tronoh, Perak but outstation adoption can be arranged. If you think you could be the one, please contact me via PM.",Dog,Mixed Breed,Female,Brown,Medium,Short,Yes,Yes,Healthy,Puppy/Kitten (0-6m),True,False,True,True,1,True,Slow,75.0,52.0,"I found cute obedient Minion abandoned at nearby market.Immediately I brought her back to my place and provide her with food, water, and clean shelter. She is very healthy and playful, especially with people and her dog friends. Hopefully she can find a home and receive the love she deserves. Her location is at Tronoh, Perak but outstation adoption can be arranged. If you think you could be the one, please contact me via PM.","Minion is a healthy and playful five-month-old female mixed-breed dog. She is medium-sized with short brown fur. Minion was found abandoned near a market and is fully vaccinated and sterilized. She enjoys spending time with people and other dogs. A loving home in Tronoh, Perak would be perfect for this sweet girl.",True,-23.0
