rank,PetID,tier,proba_slow,y_proba,y_true,Name,Type,Age,Breed1,Gender,Color1,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Quantity,Fee,PhotoAmt,Description
67,b8715f663,High,0.567196858635042,0.432803141364958,0,Patience,1,144,307,1,2,3,2,3,3,1,1,0,1.0,"Breed: Mixed/mongrel Colour: Light brown Medium to large sized dog Approximately 10 years or older in age 11 +kgs Found in section 11 Petaling Jaya Seeking to find original or new owner Well mannered, elderly yet gentle dog. Healthy (ascertained via comprehensive blood test) Being treated for an outer ear infection and slight eye infection (clearing with the help of purchased medication), has a yeast infection on skin, but not contagious."
68,2430b50b4,High,0.5671526209949087,0.43284737900509135,0,Taylor (æ³°å),1,24,307,1,1,2,1,2,2,1,1,0,2.0,"A male adult dog was rescued near my office -- Taylor. Majlis Perbandaran planed to catch him since of resident complain. So we bring him back. He is a very cute, active and energetic dog. We are trying to look for him a lovely home. Anyone who has experience with dog and wish to give Taylor a home and love, please email to:  ,com or add me to your Msger or MSN Tell us your name, your place, and whether u agree the terms and condition which listed below. Terms and Condition: The person who want to adopt the dog 1) Have to stay in ""pet allowed"" property. 2) Apply license for the dog and renew the license annually. 3) Have to bring the dog for vaccination. 4) Have to do heart-worm prevention and deworming. 5) Willing to pay for the neutering fee of the dog."
69,8538f4aa1,High,0.5670616753922272,0.4329383246077728,1,Jessie,1,9,307,2,5,2,1,2,1,1,1,0,4.0,"Jessie was found in my residential area. She is too friendly and was following everyone who passes by in a very playful manner. However, not all are tolerant towards dogs. I took her off the streets and now she has been spayed and treated for mild skin problem that she had. Jessie is very playful and always active. So, she might need regular walks and it would be better if she has play time. Even better if she has a playmate."
70,8167f58bb,High,0.5669233929209179,0.4330766070790821,1,Kimba,1,24,307,1,5,2,1,1,1,1,1,0,1.0,I have a pair of nice yellow eyes.. I have a clean cream fur.. and you will definitely love me..!! I will devote all my time for you and love you with my heart.. please consider me and contact: thankyou!
71,836b6e6f3,High,0.5669195680878998,0.43308043191210027,0,Patchy,1,24,307,2,2,2,1,1,1,1,1,0,2.0,The dog been rescued from the road side . Very pretty and active dog . Need an adopter urgently as I have no more space at home to foster the dog .The dog been vaccinated and spayed as well. pLEASE CALL - Shamini if interested to adopt. Thanks :)
72,833c51fd2,High,0.566580131477184,0.433419868522816,0,,1,24,307,2,2,2,2,3,3,1,2,0,4.0,"hi. i have two female dogs up for adoption. i pick them up from the streets and took care of them for the past couple of weeks. but i have to let them go, as i got other pets to care. if anyone is interested, please contact me on the following details: Name: Ann Num: Address will be provided, if you are serious in adopting the pets. Thanks."
73,1eeb4ea81,High,0.5664666472156881,0.43353335278431193,1,Roger,1,60,307,1,1,2,1,1,1,1,1,0,3.0,Roger is a Klang Dog Pound survivor. He has been treated for tick fever and is now ready for adoption. Roger is a people-friendly and calm dog. All the vets love him.
74,7a7277559,High,0.5664117314225819,0.43358826857741806,0,Lulu,1,24,307,2,2,2,2,1,1,1,1,50,1.0,"Hi dog lovers, I had posted the story of Lulu on MDDB & Petfinder before, but got no response so far. Here is the summary of Lulu's life... Came to my residence few yrs ago. Often hides underneath drain due to the dog-haters here. When it rains, she'll still hide underneath despite rising water level. I had a dog & she does not like Lulu around. So I built her a make-shift shelter outside my house & feed her. A new neighbor moved in. I talked to them & they decided to take her & named her Lulu. For a time being, she had proper shelter & food. Recently, the wife is pregnant & they decided to throw Lulu away at a Malay village..! I was furious & scolded him. A friend helped to get Lulu a temporary place at a pet store (My Pet Centre, Setia Alam). The owner agreed not to charge me boarding fees as long as I pay for the dog food, vaccination & spaying costs. Although it was a burden on me, but I have paid all the costs. Lulu is now recovering from her spaying surgery this week. But owner of pet store wanted Lulu out before Hari Raya!! Time is ticking for Lulu.. She is a super friendly dog & does not bark excessively. She has the look of a long-hair Jack Russell terrier. Please help to share for possible adoption by any dog lovers, thank you all."
75,0e8a11aaa,High,0.5661559451590159,0.43384405484098404,0,Chip & Dale,1,6,307,1,2,2,1,2,2,1,2,0,3.0,"someone threw them out from the car & ciao. left them there waiting for the owner who will never return. they waited there for 3 days & ppl in the neighbourhood wanna call the majlis bandaraya to catch them. so now we found a place to keep them temporarily (but not too long). now, we are looking for someone who can giv them a forever home~ they are brothers (both also boy boy). 6mth+. very friendly wit ppl (fortunately being abandoned didnt hurt them til they dun trust ppl). if interested to adopt, kindly contact Qi at"
76,eb90062ec,High,0.5661541219963204,0.43384587800367963,0,Good Morning Sir.,1,6,307,2,1,2,1,1,1,1,1,0,1.0,"rescued with 29 other puppies from Klang Pound a night before their euthaniasia on the 29th of April,.Much work was done to restore her to excellent health as she is now. Always on the alert to any alien.Yes. Good Morning Sir,......... Incidentally,her name is ELLE . Pls refer to her other profile. Interested pls call"
77,d574448ee,High,0.5660996555091362,0.4339003444908638,0,K-18 Tiger Boy,1,24,307,1,1,2,2,3,3,1,1,0,3.0,"Tiger is such a handsome boy. Strong and friendly too! ""This dog is one of the dogs rescued from the Klang Pound in April just before D-day (when they are put to death). It has been rehabilitated and urgently needs a loving home as we have limited resources. It is unfortunate that due to the aggressiveness of the contracted dogcatchers, most of these beautiful dogs are not strays and previously had homes. Hence, most of them are sociable and loving. Serving the voiceless, SAS Volunteer. P/s: Please contact Jackie by calling or texting her at, she's a grandma at emails. """
78,e28bad751,High,0.5659408331107458,0.43405916688925417,0,Whitey,1,84,307,1,7,2,1,1,1,1,1,0,6.0,"Whitey is a beautiful dog found on street. Amazingly, he's very intelligent, very well behaved and beautiful dog. He can be your best friend and an excellent guard dog. He's being treated currently at the vet for TVT, he will be neutered as well. Would be great if he can be adopted as putting him back on the street will bring him more danger."
79,8100c2485,High,0.5659307059453433,0.43406929405465666,0,Gao Zai,1,84,307,1,4,2,1,2,1,1,1,0,3.0,"seven years old, very friendly dog, looking for the serious owner. Wechat: Email:"
80,a76983523,High,0.5658687462571403,0.4341312537428597,0,Save Me Or I'll Die #25,1,24,307,3,1,2,2,1,1,1,4,0,4.0,"PLEASE RESCUE/ADOPT ME FROM KLANG POUND OR I WILL BE PUT TO DEATH BY THIS WEEK, 14/3/10. Angelina is in ""Angelina"" shape now after 3 months of rehabilitation in our Transit. Her photo will be up dated soonest. Please call ----------------------------------------------------- Adoption Procedure: This dog has been caught by Majlis Perbandaran Klang, and if nobody comes forward to adopt it, it will be euthanized within a few days. Even owned dogs are also often caught, and the owners are not aware for it. Those wishing to adopt this pet from Klang Dog Pound, please follow the procedures below: 1. Drive to Pusat Kurungan Haiwan Lebuh Sultan Muhammad Kawasan Perindustrian Bandar Sultan Sulaiman Pelabuhan Klang Tel : (For Sat & Sun, opening hours are 8am - 12pm) 2. Secure a Borang Permohonan Tuntutan Anjing, Selepas Tempoh 7 hari. Complete it & ensure it is endorsed by the relevant officier & stamped with relevant chop. 3. Provide a photostated copy of your Identification Card or Passport with each application * policies & requirements stiffen day by day * Advisable to provide a copy of IC/Passport per application (Just in case) * Secure extra application if there is any inkling of additional adoption. * Don't expect any leniency (Even we committee members, slaves & beggars don't have any unless OK by big guy) 4. Please be compassionate. Put yourself in their shoes: locked inside knowing its over. THEY DO KNOW. 5. I have seen them wasted much close to D days. Don't tell me they didn't undergo heightened enxiety & despair in anticipation of the end. What's worse their owners never came for them."
81,eb6bb82fd,High,0.5658501623768611,0.43414983762313886,0,Yahoo,1,5,307,2,4,2,1,1,2,1,1,0,11.0,She is a obediant yet naughty lil puppy... she is now approx. 4.5 month... she done twice vaccination and deworm done..and prove healthy... she been feed Nutri edge since she start to eat solid food...she need to be give up for adoption because of the old uncle that raise her up cant take care of her anymore due to the old uncle age ... please do email me for more information... adopter have to spay her she is now in kedah thanks
82,97dd55a08,High,0.5656787725575818,0.4343212274424182,0,,1,8,307,2,2,2,1,2,2,2,1,0,1.0,"She got skin problem. Although we got feed her, she still very thin. Will bring her to vet soon."
83,f247a5242,High,0.5656114008477042,0.43438859915229583,1,Chelsea,1,24,307,2,2,2,1,1,1,1,1,0,4.0,Chelsea was rescued from Bentong along with her five puppies shortly after birth. She has been fostered for about 4 months now and is ready for adoption. All her five puppies have been adopted now. She is very loving and friendly and is a wonderful mother-dog.
84,eabef1496,High,0.5656038545194002,0.43439614548059985,0,,1,7,307,1,1,2,2,2,2,1,1,0,0.0,"I rescued it from a squatter. I have already five dogs with me and I cannot take it. It is lovely and clever, he doesn't being so active but being polite and nice."
85,c99e3a906,High,0.5655691816603744,0.4344308183396256,0,Snowie,1,24,307,2,7,2,2,1,1,1,2,0,3.0,"2 beautiful sisters, would be great if can adopt together as they are very attached to each other. Please, consider to give them a loving home. Don't buy, adopt ;-)."
86,8e8080bbe,High,0.565536105644852,0.43446389435514793,0,Welly,1,24,307,1,2,2,1,1,1,1,1,0,8.0,"Hi, Welly is a healthy and active 2 year old dog. He's currently being fostered, but needs to find a home urgently as the family is moving away soon. He is suitable to be a guard dog, he can stay outside. According to the vet he is mixed pit bull terrier, but he's a gentle and friendly dog, who loves to play! Please, consider to give him a loving home."
87,02af3813e,High,0.5654777225481953,0.43452227745180466,0,Mr.Handsome,1,24,307,1,2,2,1,3,3,1,1,0,2.0,Please take a look at this loving dog. For any enquiries please call:
